AirlineID,Name,IATA,ICAO,Callsign,Country,Active
1283,Aerolineas Del Sureste,N/A,SUE,AEROSURESTE,Mexico,N
1284,Aerial Surveys (1980) Limited,N/A,SUY,SURVEY,New Zealand,N
1285,Air Slovakia,GM,SVK,SLOVAKIA,Slovakia,N
1286,Adler Aviation,N/A,SWH,SHOCKWAVE,Canada,N
1287,Aircompany Yakutia,R3,SYL,AIR YAKUTIA,Russia,Y
1288,Aerosud Aviation,N/A,SYT,SKYTRACK,South Africa,N
1289,Aeroservicios de La Costa,N/A,TAA,AERO COSTA,Mexico,N
1290,Aeromar,VW,TAO,TRANS-AEROMAR,Mexico,Y
1291,Aerotrebol,N/A,TBL,AEROTREBOL,Mexico,N
1292,Aero Taxi de Los Cabos,N/A,TBO,AERO CABOS,Mexico,N
1293,Air Turks and Caicos,JY,TCI,KERRMONT,Turks and Caicos Islands,N
1294,Aerotranscolombina de Carga,N/A,TCO,TRANSCOLOMBIA,Colombia,N
1295,Air Cargo Express,N/A,TDG,TURBO DOG,United States,N
1296,Atlas Helicopters,N/A,TDT,TRIDENT,United Kingdom,N
1297,Air Today,N/A,TDY,AIR TODAY,United States,N
1298,Aero Servicios Azteca,N/A,TED,AEROAZTECA,Mexico,N
1299,Arkefly,OR,TFL,ARKEFLY,Netherlands,Y
1300,Antair,N/A,TIR,ANTAIR,Mexico,N
1301,Atlantique Air Assistance,N/A,TLB,TRIPLE-A,France,N
1302,Aero Taxi Autlan,N/A,TLD,AEREO AUTLAN,Mexico,N
1303,Aero Util,N/A,TLE,AEROUTIL,Mexico,N
1304,Aero Toluca Internactional,N/A,TLU,AEROTOLUCA,Mexico,N
1305,Aero Taxi del Centro de Mexico,N/A,TME,TAXICENTRO,Mexico,N
1306,Aerotropical,N/A,TOC,TROPICMEX,Mexico,N
1307,Air Tomisko,N/A,TOH,TOMISKO CARGO,Serbia,N
1308,Airlines PNG,CG,TOK,BALUS,Papua New Guinea,Y
1309,Aero Tanala,N/A,TON,AEROTANALA,Mexico,N
1310,Aero Tropical,N/A,TPB,AERO TROPICAL,Angola,N
1311,Air Cal,TY,TPC,AIRCAL,France,N
1312,Air Horizon,N/A,TPK,TCHAD-HORIZON,Chad,N
1313,Aero Taxi del Potosi,N/A,TPO,TAXI-POTOSI,Mexico,N
1314,Aeroturquesa,N/A,TQS,AEROTURQUESA,Mexico,N
1315,Airmark Aviation,N/A,TRH,TRANSTAR,United States,N
1316,AirTran Airways,FL,TRS,CITRUS,United States,Y
1317,Air Transat,TS,TSC,TRANSAT,Canada,Y
1318,airtransse,N/A,TSQ,AIRTRA,Japan,N
1319,Aerolineas Turisticas del Caribe,N/A,TTB,AERO TURISTICAS,Mexico,N
1320,Avcenter,N/A,TTE,TETON,United States,N
1321,Air Tungaru,N/A,TUN,TUNGARU,Kiribati,N
1322,Avialeasing Aviation Company,EC,TWN,TWINARROW,Uzbekistan,Y
1323,Aerotaxis del Noroeste,N/A,TXD,TAXI OESTE,Mexico,N
1324,Aerotaxis Alfe,N/A,TXF,ALFE,Mexico,N
1325,Aereotaxis,N/A,TXI,AEREOTAXIS,Mexico,N
1326,Tyrolean Airways,VO,TYR,TYROLEAN,Austria,Y
1327,Aero Tomza,N/A,TZA,AERO TOMZA,Mexico,N
1328,Air Zambezi,N/A,TZT,ZAMBEZI,Zimbabwe,N
1329,Afra Airlines,N/A,UAG,AFRALINE,Ghana,N
1330,Aerostar Airlines,N/A,UAR,AEROSTAR,Ukraine,N
1331,Air Division of the Eastern Kazakhstan Region,N/A,UCK,GALETA,Kazakhstan,N
1332,Aero-Charter Ukraine,DW,UCR,CHARTER UKRAINE,Ukraine,N
1333,Air LA,N/A,UED,AIR L-A,United States,N
1334,Air Ukraine,6U,UKR,AIR UKRAINE,Ukraine,N
1335,Air Umbria,N/A,UMB,AIR UMBRIA,Italy,N
1336,Atuneros Unidos de California,N/A,UND,ATUNEROS UNIDOS,Mexico,N
1337,Aeroclub Flaps,N/A,FLP,AEROCLUB FLAPS,Spain,N
1338,Aerolineas Galapagos (Aerogal),2K,GLG,AEROGAL,Ecuador,Y
1339,Air Castle Corporation / Global Airways,N/A,GLB,GLO-AIR,United States,N
1340,Alrosa Mirny Air Enterprise,6R,DRU,MIRNY,Russia,Y
1341,Bearing Supplies Limited,N/A,PVO,PROVOST,United Kingdom,N
1342,Balkan Agro Aviation,N/A,BAA,BALKAN AGRO,Bulgaria,N
1343,Bahrain Air BSC (Closed),N/A,BAB,AWAL,Bahrain,N
1344,BAC Leasing Limited,N/A,BAC, ,United Kingdom,N
1345,BAE Systems,N/A,BAE,FELIX,United Kingdom,N
1346,Belgian Air Force,N/A,BAF,BELGIAN AIRFORCE,Belgium,N
1347,Baker Aviation,8Q,BAJ,BAKER AVIATION,United States,N
1348,Blackhawk Airways,N/A,BAK,BLACKHAWK,United States,N
1349,Britannia Airways,N/A,BAL,BRITANNIA,United Kingdom,N
1350,Business Air Services,N/A,BAM,BUSINESS AIR,Canada,N
1351,British Antarctic Survey,N/A,BAN,PENGUIN,United Kingdom,N
1352,Bradly Air (Charter) Services,N/A,BAR,BRADLEY,Canada,N
1353,Bissau Airlines,N/A,BAU,AIR BISSAU,Guinea-Bissau,N
1354,Bay Aviation Ltd,N/A,BAV,BAY AIR,Bangladesh,N
1355,British Airways,BA,BAW,SPEEDBIRD,United Kingdom,Y
1356,Best Aero Handling Ltd,N/A,BAX,N/A,Russia,N
1357,Bayon Airlines,N/A,BAY,BAYON,Cambodia,N
1358,Bannert Air,N/A,BBA,BANAIR,Austria,N
1359,Biman Bangladesh Airlines,BG,BBC,BANGLADESH,Bangladesh,Y
1360,Bluebird Cargo,BF,BBD,BLUE CARGO,Iceland,N
1361,Beibars CJSC,N/A,BBS,BEIBARS,Kazakhstan,N
1362,Bravo Airlines,N/A,BBV,BRAVO EUROPE,Spain,N
1363,Blue Bird Aviation,N/A,BBZ,COBRA,Kenya,N
1364,BACH Flugbetriebsges,B4,BCF,BACH,Austria,N
1365,Blue Islands,N/A,BCI,BLUE ISLAND,United Kingdom,N
1366,British Caribbean Airways,N/A,BCL,N/A,United Kingdom,N
1367,British Charter,N/A,BCR,BACKER,United Kingdom,N
1368,BCT Aviation,N/A,BCT,BOBCAT,United Kingdom,N
1369,Business Aviation Center,N/A,BCV,BUSINESS AVIATION,Ukraine,N
1370,Blue Dart Aviation,BZ,BDA,BLUE DART,India,N
1371,B&H Airlines,JA,BON,Air Bosna,Bosnia and Herzegovina,N
1372,Bissau Discovery Flying Club,N/A,BDF,BISSAU DISCOVERY,Guinea-Bissau,N
1373,Belgian Army,N/A,AYB,BELGIAN ARMY,Belgium,N
1374,Badr Airlines,N/A,BDR,BADR AIR,Sudan,N
1375,Best Aviation Ltd,N/A,BEA,BEST AIR,Bangladesh,N
1376,Belgorod Aviation Enterprise,N/A,BED,BELOGORYE,Russia,N
1377,Bar Harbor Airlines,N/A,AJC,BAR HARBOR,United States,N
1378,Balear Express,N/A,BEF,BALEAR EXPRESS,Spain,N
1379,Bel Air Helicopters,N/A,BEH,BLUECOPTER,Denmark,N
1380,Berkut Air,N/A,BEK,BERKUT,Kazakhstan,N
1381,BETA - Brazilian Express Transportes Aereos,N/A,BET,BETA CARGO,Brazil,N
1382,Basler Flight Service,N/A,BFC,BASLER,United States,N
1383,Bear Flight,N/A,BFG,BEARFLIGHT,Sweden,N
1384,Buffalo Airways,J4,BFL,BUFFALO,Canada,N
1385,Bombardier,N/A,BFO,BOMBARDIER,Canada,N
1386,Burkina Airlines,N/A,BFR,BURKLINES,Burkina Faso,N
1387,Business Flight Sweden,N/A,BFS,BUSINESS FLIGHT,Sweden,N
1388,Bahrain Defence Force,N/A,BFW,SUMMAN,Bahrain,N
1389,BH Air,N/A,BGH,BALKAN HOLIDAYS,Bulgaria,N
1390,British Gulf International,N/A,BGI,BRITISH GULF,S,N
1391,British Gulf International-Fez,N/A,BGK,GULF INTER,Kyrgyzstan,N
1392,Benin Golf Air,A8,BGL,BENIN GOLF,Benin,N
1393,Bugulma Air Enterprise,N/A,BGM,BUGAVIA,Russia,N
1394,Budget Air Bangladesh,N/A,BGR,BUDGET AIR,Bangladesh,N
1395,Bergen Air Transport,N/A,BGT,BERGEN AIR,Norway,N
1396,Buddha Air,N/A,BHA,BUDDHA AIR,Nepal,N
1397,Balkh Airlines,N/A,BHI,SHARIF,Afghanistan,N
1398,Bristow Helicopters,N/A,BHL,BRISTOW,United Kingdom,N
1399,Bristow Helicopters Nigeria,N/A,BHN,BRISTOW HELICOPTERS,Nigeria,N
1400,Bhoja Airlines,N/A,BHO,BHOJA,Pakistan,N
1401,Belair Airlines,4T,BHP,BELAIR,Switzerland,Y
1402,Bighorn Airways,N/A,BHR,BIGHORN AIR,United States,N
1403,Bahamasair,UP,BHS,BAHAMAS,Bahamas,Y
1404,Bright Air,N/A,BHT,BRIGHTAIR,Netherlands,N
1405,Bringer Air Cargo Taxi Aereo,E6,N/A,N/A,Brazil,N
1406,Balkan Bulgarian Airlines,LZ,N/A,N/A,N/A,Y
1407,BA Connect,TH,N/A,N/A,United Kingdom,N
1408,Bosphorus European Airways,N/A,BHY,BOSPHORUS,Turkey,N
1409,Binair,N/A,BID,BINAIR,Germany,N
1410,Big Island Air,N/A,BIG,BIG ISLE,United States,N
1411,British International Helicopters,BS,BIH,BRINTEL,United Kingdom,Y
1412,Billund Air Center,N/A,BIL,BILAIR,Denmark,N
1413,Boise Interagency Fire Center,N/A,BIN,BISON-AIR,United States,N
1414,Bird Leasing,N/A,BIR,BIRD AIR,United States,N
1415,Bizjet Ltd,N/A,BIZ,BIZZ,United Kingdom,N
1416,Baja Air,N/A,BJA,BAJA AIR,Mexico,N
1417,Baltic Jet Aircompany,N/A,BJC,BALTIC JET,Latvia,N
1418,Business Jet Solutions,N/A,BJS,SOLUTION,United States,N
1419,Bankair,B4,BKA,BANKAIR,United States,N
1420,BF-Lento OY,N/A,BKF,BAKERFLIGHT,Finland,Y
1421,Barken International,N/A,BKJ,BARKEN JET,United States,N
1422,Bangkok Airways,PG,BKP,BANGKOK AIR,Thailand,Y
1423,Bukovyna,N/A,BKV,BUKOVYNA,Ukraine,N
1424,Blue Bird Aviation,N/A,BLB,BLUEBIRD SUDAN,Sudan,N
1425,Bellesavia,N/A,BLC,BELLESAVIA,Belarus,N
1426,Blue Line,N/A,BLE,BLUE BERRY,France,N
1427,Blue1,KF,BLF,BLUEFIN,Finland,Y
1428,Belgavia,N/A,BLG,BELGAVIA,Belgium,N
1429,Blue Horizon Travel Club,N/A,BLH,BLUE HORIZON,United States,N
1430,Blue Jet,N/A,BLJ,BLUEWAY,Spain,N
1431,Baltic Airlines,N/A,BLL,BALTIC AIRLINES,Russia,Y
1432,Blue Airways,N/A,BLM,BLUE ARMENIA,Armenia,N
1433,Bali International Air Service,N/A,BLN,BIAR,Indonesia,N
1434,Bearskin Lake Air Service,JV,BLS,BEARSKIN,Canada,Y
1435,Baltic Aviation,N/A,BLT,BALTAIR,United States,N
1436,Bellview Airlines,B3,BLV,BELLVIEW AIRLINES,Nigeria,Y
1437,bmi,BD,BMA,MIDLAND,United Kingdom,Y
1438,British Medical Charter,N/A,BMD,BRITISH MEDICAL,United Kingdom,N
1439,Briggs Marine Environmental Services,N/A,BME,BRIGGS,United Kingdom,N
1440,Bristow Masayu Helicopters,N/A,BMH,MASAYU,Indonesia,N
1441,bmibaby,WW,BMI,BABY,United Kingdom,Y
1442,Bemidji Airlines,CH,BMJ,BEMIDJI,United States,Y
1443,Bismillah Airlines,5Z,BML,BISMILLAH,Bangladesh,N
1444,Bowman Aviation,N/A,BMN,BOWMAN,United States,N
1445,British Midland Regional,N/A,BMR,N/A,United Kingdom,Y
1446,BMW,N/A,BMW,BMW-FLIGHT,Germany,N
1447,Banco de Mexico,N/A,BMX,BANXICO,Mexico,N
1448,Bond Offshore Helicopters,N/A,BND,BOND,United Kingdom,N
1449,Benina Air,N/A,BNE,BENINA AIR,Libya,N
1450,BN Group Limited,N/A,BNG,VECTIS,United Kingdom,N
1451,Blue Nile Ethiopia Trading,N/A,BNL,NILE TRADING,Ethiopia,N
1452,Bonair Aviation,N/A,BNR,BONAIR,Canada,N
1453,Bancstar - Valley National Corporation,N/A,BNS,BANCSTAR,United States,N
1454,Bentiu Air Transport,N/A,BNT,BENTIU AIR,Sudan,N
1455,Benane Aviation Corporation,N/A,BNV,BENANE,Mauritania,N
1456,British North West Airlines,N/A,BNW,BRITISH NORTH,United Kingdom,N
1457,Boniair,N/A,BOA,KUMANOVO,Macedonia,N
1458,Bond Air Services,N/A,BOD,UGABOND,Uganda,N
1459,Boeing,N/A,BOE,BOEING,United States,N
1460,Bordaire,N/A,BOF,BORDAIR,Canada,N
1461,Bookajet Limited,N/A,BOO,BOOKAJET,United Kingdom,N
1462,Bouraq Indonesia Airlines,BO,BOU,BOURAQ,Indonesia,N
1463,Blue Panorama Airlines,BV,BPA,BLUE PANOROMA,Italy,Y
1464,Berkhut ZK,N/A,BPK,VENERA,Kazakhstan,N
1465,Bundepolizei-Fliegertruppe,N/A,BPO,PIROL,Germany,N
1466,Budapest Aircraft Services/Manx2,N/A,BPS,BASE,Hungary,Y
1467,Bonus Aviation,N/A,BPT,BONUS,United Kingdom,N
1468,British Petroleum Exploration,N/A,BPX,N/A,Colombia,N
1469,BRA-Transportes Aereos,7R,BRB,BRA-TRANSPAEREOS,Brazil,N
1470,Brock Air Services,N/A,BRD,BROCK AIR,Canada,N
1471,Breeze Ltd,N/A,BRE,AVIABREEZE,Ukraine,N
1472,Bering Air,8E,BRG,BERING AIR,United States,Y
1473,Briansk State Air Enterprise,N/A,BRK,BRIANSK-AVIA,Russia,N
1474,Branson Airlines,N/A,BRN,BRANSON,United States,N
1475,BASE Regional Airlines,N/A,BRO,COASTRIDER,Netherlands,N
1476,Brazilian Air Force,N/A,BRS,BRAZILIAN AIR FORCE,Brazil,Y
1477,British Regional Airlines,N/A,BRT,BRITISH,United Kingdom,N
1478,Belavia Belarusian Airlines,B2,BRU,BELARUS AVIA,Belarus,Y
1479,Bravo Air Congo,K6,BRV,BRAVO,Democratic Republic of the Congo,N
1480,Bright Aviation Services,N/A,BRW,BRIGHT SERVICES,Bulgaria,N
1481,Braniff International Airways,BN,BNF,Braniff,United States,N
1482,Buffalo Express Airlines,N/A,BRX,BUFF EXPRESS,United States,N
1483,Burundayavia,N/A,BRY,BURAIR,Kazakhstan,N
1484,Bistair - Fez,N/A,BSC,BIG SHOT,Kyrgyzstan,N
1485,Blue Star Airlines,N/A,BSD,AIRLINES STAR,Mexico,N
1486,Brasair Transportes Aereos,N/A,BSI,BRASAIR,Brazil,N
1487,Blue Swann Aviation,N/A,BSJ,BLUE SWANN,United Kingdom,N
1488,Blue Sky Aviation,N/A,BSM,N/A,Lebanon,N
1489,Bissau Aero Transporte,N/A,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,N
1490,Best Air,N/A,BST,TUNCA,Turkey,N
1491,Blue Sky Airways,N/A,BSW,SKY BLUE,Czech Republic,N
1492,Big Sky Airlines,GQ,BSY,BIG SKY,United States,N
1493,BAL Bashkirian Airlines,V9,BTC,BASHKIRIAN,Russia,N
1494,Baltijas Helicopters,N/A,BTH,BALTIJAS HELICOPTERS,Latvia,N
1495,Baltyka,N/A,BTK,BALTYKA,Ukraine,N
1496,Baltia Air Lines,N/A,BTL,BALTIA FLIGHT,United States,N
1497,Botir-Avia,N/A,BTR,BOTIR-AVIA,Kyrgyzstan,N
1498,Business Express,N/A,GAA,BIZEX,United States,N
1499,BT-Slavuta,N/A,BTT,BEETEE-SLAVUTA,Ukraine,N
1500,Metro Batavia,7P,BTV,BATAVIA,Indonesia,Y
1501,Bulgarian Air Charter,N/A,BUC,BULGARIAN CHARTER,Bulgaria,N
1502,Blue Airlines,N/A,BUL,BLUE AIRLINES,Democratic Republic of the Congo,N
1503,Buryat Airlines Aircompany,N/A,BUN,BURAL,Russia,N
1504,Buzz Stansted,N/A,BUZ,BUZZ,United Kingdom,N
1505,Buffalo Airways,N/A,BVA,BUFFALO AIR,United States,N
1506,Bulgarian Aeronautical Centre,N/A,BVC,BULGARIAN WINGS,Bulgaria,N
1507,Baron Aviation Services,N/A,BVN,SHOW-ME,United States,N
1508,Berjaya Air,J8,BVT,BERJAYA,Malaysia,Y
1509,Bellview Airlines,N/A,BVU, Sierra Leone,N/A,N
1510,Blue Wings,QW,BWG,BLUE WINGS,Germany,Y
1511,Blue Wing Airlines,N/A,BWI,BLUE TAIL,Suriname,N
1512,BWA (2002) Ltd,N/A,BWL,BRITWORLD,United Kingdom,N
1513,Bahrain Executive Air Services,N/A,BXA,BEXAIR,Bahrain,N
1514,Bar XH Air,N/A,BXH,PALLISER,Canada,N
1515,Brussels International Airlines,N/A,BXI,XENIA,Belgium,N
1516,BAX Global,8W,N/A,N/A,N/A,N
1517,Redding Aero Enterprises,N/A,BXR,BOXER,United States,N
1518,Berry Aviation,N/A,BYA,BERRY,United States,N
1519,Bylina Joint-Stock Company,N/A,BYL,BYLINA,Russia,N
1520,Berytos Airlines,N/A,BYR,N/A,Lebanon,N
1521,Bayu Indonesia Air,BM,BYE,BAYU,Indonesia,N
1522,Bizair Fluggesellschaft,N/A,BZA,BERLIN BEAR,Germany,N
1523,Brit Air,DB,BZH,BRITAIR,France,Y
1524,Butane Buzzard Aviation Corporation,N/A,BZZ,BUZZARD,United Kingdom,N
1525,Business Flight Salzburg,N/A,AUJ,AUSTROJET,Austria,N
1526,BKS Air (Rivaflecha),N/A,CKM,COSMOS,Spain,N
1527,Bristol Flying Centre,N/A,CLF,CLIFTON,United Kingdom,N
1528,Barnes Olsen Aeroleasing,N/A,CLN,SEELINE,United Kingdom,N
1529,Baltimore Air Transport,N/A,CPJ,CORPJET,United States,N
1530,Boston-Maine Airways,E9,CXS,CLIPPER CONNECTION,United States,N
1531,Brussels Airlines,SN,DAT,BEE-LINE,Belgium,Y
1532,Baltimore Airways,N/A,EAH,EASTERN,United States,N
1533,Bond Aviation,N/A,EBA,BOND AVIATION,Italy,N
1534,Brazilian Army Aviation,N/A,EXB,BRAZILIAN ARMY,Brazil,N
1535,Business Express Delivery,N/A,EXP,EXPRESS AIR,Canada,N
1536,Bel Limited,N/A,FOS,N/A,Russia,N
1537,Bangkok Aviation Center,N/A,HAW,THAI HAWK,Thailand,N
1538,Benair,N/A,HAX,SCOOP,Norway,N
1539,Binter Canarias,NT,IBB,N/A,Spain,Y
1540,Bonyad Airlines,N/A,IRJ,BONYAD AIR,Iran,N
1541,Burundaiavia,N/A,IVR,RERUN,Kazakhstan,N
1542,Blue Air,0B,JOR,BLUE TRANSPORT,Romania,Y
1543,British Mediterranean Airways,KJ,LAJ,BEE MED,United Kingdom,Y
1544,Belle Air,N/A,LBY,ALBAN-BELLE,Albania,N
1545,Blom Geomatics,N/A,LED,SWEEPER,Norway,N
1546,Benin Littoral Airways,N/A,LTL,LITTORAL,Benin,N
1547,Bombardier Business Jet Solutions,N/A,LXJ,FLEXJET,United States,N
1548,Bulgaria Air,FB,LZB,FLYING BULGARIA,Bulgaria,Y
1549,Brazilian Navy Aviation,N/A,MBR,BRAZILIAN NAVY,Brazil,N
1550,Barents AirLink,8N,NKF,NORDFLIGHT,Sweden,Y
1551,Belgian Navy,N/A,NYB,BELGIAN NAVY,Belgium,N
1552,Bakoji Airlines Services,N/A,OGJ,BAKO AIR,Nigeria,N
1553,Benders Air,N/A,PEB,PALEMA,Sweden,N
1554,Balmoral Central Contracts,N/A,PNT,PORTNET,South Africa,N
1555,BGB Air,N/A,POI,BOJBAN,Kazakhstan,N
1556,Butte Aviation,N/A,PPS,PIPESTONE,United States,N
1557,Bond Air Services,N/A,RHD,RED HEAD,United Kingdom,N
1558,Business Airfreight,N/A,RLR,RATTLER,United States,N
1559,BAC Express Airlines,N/A,RPX,RAPEX,United Kingdom,N
1560,Boscombe Down DERA (Formation),N/A,RRS,BLACKBOX,United Kingdom,N
1561,Business Jet Sweden,N/A,SCJ,SCANJET,Sweden,N
1562,British Airways Shuttle,N/A,SHT,SHUTTLE,United Kingdom,N
1563,British Sky Broadcasting,N/A,SKH,SKYNEWS,United Kingdom,N
1564,Bell Helicopter Textron,N/A,TXB,TEXTRON,Canada,N
1565,Buzzaway Limited,N/A,UKA,UKAY,United Kingdom,N
1566,Biz Jet Charter,N/A,VLX,AVOLAR,United States,N
1567,Blue Chip Jet,N/A,VOL,BLUE SPEED,Sweden,N
1568,BAE Systems,N/A,WFD,AVRO,United Kingdom,N
1569,BAE Systems,N/A,WTN,TARNISH,United Kingdom,N
1570,Baseops International,N/A,XBO,N/A,United States,N
1571,Bureau Veritas,N/A,XDA,N/A,France,N
1572,British Airways,N/A,XMS,SANTA,United Kingdom,N
1573,Boskovic Air Charters Limited,N/A,ZBA,BOSKY,Kenya,N
1574,C Air Jet Airlines,N/A,SRJ,SYRJET,Syrian Arab Republic,N
1575,C N Air,N/A,ORO,CAPRI,Spain,N
1576,C and M Aviation,N/A,TIP,TRANSPAC,United States,N
1577,C&M Airways,N/A,RWG,RED WING,United States,N
1578,C.S.P.,N/A,RMU, Societe,AIR-MAUR,N
1579,CABI,N/A,CBI,CABI,Ukraine,N
1580,CAI,N/A,CPI,AIRCAI,Italy,N
1581,CAL Cargo Air Lines,5C,ICL,CAL,Israel,Y
1582,CAM Air Management,N/A,CMR,CAMEO,United Kingdom,N
1583,CATA L,N/A,CTZ,CATA,Argentina,N
1584,CCF Manager Airline,N/A,CCF,TOMCAT,Germany,N
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),N/A,CED,CEDTA,Ecuador,N
1586,CHC Denmark,N/A,HBI,HELIBIRD,Denmark,N
1587,CHC Helicopters,N/A,HEM,HEMS,Australia,N
1588,CHC Airways,AW,SCH,N/A,Netherlands,N
1589,CHC Helikopter Service,N/A,HKS,HELIBUS,Norway,N
1590,CI-Tours,N/A,VCI,CI-TOURS,Ivory Coast,N
1591,CKC Services,N/A,CKC,N/A,United States,N
1592,CM Stair,N/A,CMZ,CEE-EM STAIRS,Mauritania,N
1593,CNET,N/A,CNT,KNET,France,N
1594,COAPA AIR,N/A,OAP,COAPA,Mexico,N
1595,COMAV,N/A,PDR,SPEEDSTER,Namibia,N
1596,CRI Helicopters Mexico,N/A,CRH,HELI-MEX,Mexico,N
1597,CSA Air,N/A,IRO,IRON AIR,United States,N
1598,CSE Aviation,N/A,CSE,OXFORD,United Kingdom,N
1599,CTK Network Aviation,N/A,CTQ,CITYLINK,Ghana,N
1600,Cabair College of Air Training,N/A,CBR,CABAIR,United Kingdom,N
1601,Cabo Verde Express,N/A,CVE,KABEX,Cape Verde,N
1602,Caernarfon Airworld,N/A,CWD,AMBASSADOR,United Kingdom,N
1603,Cairo Air Transport Company,N/A,CCE,N/A,Egypt,N
1604,Cal Gulf Aviation,N/A,CGC,CAL-GULF,Sao Tome and Principe,N
1605,Cal-West Aviation,N/A,REZ,CAL AIR,United States,N
1606,California Air Shuttle,N/A,CSL,CALIFORNIA SHUTTLE,United States,N
1607,Calima Aviacion,XG,CLI,CALIMA,Spain,Y
1608,Calm Air,MO,CAV,CALM AIR,Canada,N
1609,Camai Air,R9,CAM,AIR CAMAI,United States,N
1610,Cambodia Airlines,N/A,KHM,CAMBODIA AIRLINES,Cambodia,N
1611,Cameroon Airlines,UY,UYC,CAM-AIR,Cameroon,N
1612,Campania Helicopteros De Transporte,N/A,HSO,HELIASTURIAS,Spain,N
1613,CanJet,C6,CJA,CANJET,Canada,N
1614,Canada Jet Charters,N/A,PIL,PINNACLE,Canada,N
1615,Canadian Airlines,CP,CDN,CANADIAN,Canada,Y
1616,Canadian Coast Guard,N/A,CTG,CANADIAN COAST GUARD,Canada,N
1617,Canadian Eagle Aviation,N/A,HIA,HAIDA,Canada,N
1618,Canadian Forces,N/A,CFC,CANFORCE,Canada,N
1619,Canadian Global Air Ambulance,N/A,BZD,BLIZZARD,Canada,N
1620,Canadian Helicopters,N/A,CDN,CANADIAN,Canada,N
1621,Canadian Interagency Forest Fire Centre,N/A,TKR,TANKER,Canada,N
1622,Canadian National Telecommunications,N/A,XNC,N/A,Canada,N
1623,Canadian North,5T,MPE,EMPRESS,Canada,Y
1624,Canadian Regional Airlines,N/A,CDR,CANADIAN REGIONAL,Canada,N
1625,Canadian Warplane Heritage Museum,N/A,CWH,WARPLANE HERITAGE,Canada,N
1626,Canadian Western Airlines,W2,CWA,CANADIAN WESTERN,Canada,N
1627,Canair,N/A,CWW,CANAIR,China,N
1628,Cancun Air,N/A,CUI,CAN-AIR,Mexico,N
1629,Cape Air,9K,KAP,CAIR,United States,Y
1630,Cape Air Transport,N/A,CTO,N/A,Australia,N
1631,Cape Central Airways,N/A,SEM,SEMO,United States,N
1632,Cape Smythe Air,N/A,CMY,CAPE SMYTHE AIR,United States,N
1633,Capital Air Service,N/A,CPX,CAPAIR,United States,N
1634,Capital Airlines,N/A,CPD,CAPITAL DELTA,Kenya,N
1635,Capital Airlines Limited,N/A,NCP,CAPITAL SHUTTLE,Nigeria,N
1636,Capital Cargo International Airlines,PT,CCI,CAPPY,United States,N
1637,Capital City Air Carriers,N/A,CCQ,CAP CITY,United States,N
1638,Capital Trading Aviation,N/A,EGL,PRESTIGE,United Kingdom,N
1639,Capitol Air Express,N/A,CEX,CAPITOL EXPRESS,United States,N
1640,Capitol Wings Airline,N/A,CWZ,CAPWINGS,United States,N
1641,Caravan Air,N/A,VAN,CAMEL,Mauritania,N
1642,Cardiff Wales Flying Club,N/A,CWN,CAMBRIAN,United Kingdom,N
1643,Cardinal/Air Virginia,N/A,FVA,AIR VIRGINIA,United States,N
1644,Cardolaar,N/A,GOL,CARGOLAAR,Namibia,N
1645,Cards Air Services,N/A,CDI,CARDS,Philippines,N
1646,Care Flight,N/A,CFH,CARE FLIGHT,Australia,N
1647,Carga Aerea Dominicana,N/A,CDM,CARGA AEREA,Dominican Republic,N
1648,Carga Express Internacional,N/A,EST,CARGAINTER,Mexico,N
1649,Cargo 360,GG,GGC,LONG-HAUL,United States,N
1650,Cargo Express,N/A,MCX,MAURICARGO,Mauritania,N
1651,Cargo Ivoire,N/A,CRV,CARGOIV,Ivory Coast,N
1652,Cargo Link (Caribbean),N/A,CLM,CARGO LINK,Barbados,N
1653,Cargo Three,N/A,CTW,THIRD CARGO,Panama,N
1654,Cargoitalia,2G,CRG,WHITE PELICAN,Italy,N
1655,Cargojet Airways,W8,CJT,CARGOJET,Canada,N
1656,Cargolux,CV,CLX,CARGOLUX,Luxembourg,N
1657,Cargoman,N/A,CGM,HOTEL CHARLIE,Oman,N
1658,Carib Aviation,N/A,DEL,RED TAIL,Antigua and Barbuda,N
1659,Carib Express,N/A,BCB,WAVEBIRD,Barbados,N
1660,Caribair,N/A,CBC,CARIBAIR,Dominican Republic,N
1661,Caribbean Air Cargo,N/A,DCC,CARICARGO,Barbados,N
1662,Caribbean Air Transport,N/A,CLT,CARIBBEAN,Netherlands,N
1663,Caribbean Airlines,BW,BWA,CARIBBEAN AIRLINES,Trinidad and Tobago,Y
1664,Caribbean Airways,N/A,IQQ,CARIBJET,Barbados,N
1665,Caribbean Express,N/A,TLC,CARIB-X,United States,N
1666,Caribbean Star Airlines,8B,GFI,CARIB STAR,Antigua and Barbuda,N
1667,Caribintair,N/A,CRT,CARIBINTAIR,Haiti,N
1668,Carill Aviation,N/A,CVG,CARILL,United Kingdom,N
1669,Carpatair,V3,KRP,CARPATAIR,Romania,Y
1670,Carranza,N/A,CRR,CARRANZA,Chile,N
1671,Carroll Air Service,N/A,ULS,ULSTER,United States,N
1672,Casement Aviation,N/A,CMT,CASEMENT,United States,N
1673,Casino Airline,N/A,CSO,CASAIR,United States,N
